CustomerID,class
17229,yes
17230,no
17231,yes
17234,no
17235,yes
17236,yes
17238,yes
17239,no
17242,no
17243,yes
17245,no
17248,no
17250,no
17251,no
17252,no
17255,yes
17256,no
17259,no
17262,yes
17263,no
17265,no
17266,no
17267,no
17268,no
17272,yes
17277,no
17278,no
17282,no
17284,yes
17287,yes
17288,yes
17289,yes
17291,no
17293,yes
17298,no
17299,yes
17302,yes
17303,no
17307,no
17311,yes
17312,no
17314,yes
17320,yes
17323,yes
17324,yes
17325,no
17329,yes
17331,no
17334,no
17337,no
17338,yes
17339,yes
17340,yes
17341,no
17343,no
17345,yes
17346,yes
17348,yes
17349,no
17351,yes
17353,no
17356,no
17358,no
17360,yes
17361,yes
17362,no
17364,yes
17365,yes
17367,no
17368,yes
17370,yes
17371,yes
17372,yes
17373,yes
17374,no
17375,no
17376,yes
17377,yes
17384,yes
17386,yes
17388,yes
17391,no
17392,no
17394,no
17396,yes
17398,no
17400,no
17402,yes
17405,yes
17406,no
17408,no
17409,no
17410,yes
17411,yes
17412,yes
17414,yes
17416,yes
17418,yes
17419,yes
17420,yes
17422,yes
17423,yes
17426,yes
17429,no
17430,yes
17431,no
17436,no
17438,no
17440,no
17442,yes
17446,no
17449,yes
17451,yes
17454,no
17455,no
17456,no
17457,no
17460,yes
17462,yes
17463,yes
17464,no
17469,yes
17470,yes
17472,no
17483,yes
17486,no
17489,yes
17490,yes
17491,yes
17492,no
17496,no
17499,no
17501,no
17504,no
17505,no
17507,no
17512,yes
17514,no
17515,yes
17516,yes
17517,no
17519,yes
17521,yes
17522,no
17524,no
17525,no
17526,no
17527,yes
17530,yes
17531,no
17535,no
17536,no
17540,yes
17542,no
17547,no
17548,no
17550,no
17551,no
17552,yes
17553,no
17554,yes
17555,yes
17556,no
17560,yes
17562,yes
17567,yes
17569,no
17571,yes
17572,yes
17574,no
17576,yes
17578,no
17579,no
17580,no
17581,yes
17582,no
17585,no
17588,yes
17589,yes
17591,yes
17593,yes
17594,yes
17596,yes
17597,no
17601,no
17602,yes
17604,no
17609,yes
17611,yes
17612,yes
17613,yes
17615,no
17616,no
17618,no
17619,no
17621,yes
17624,yes
17625,yes
17629,yes
17630,no
17631,no
17633,yes
17634,yes
17637,yes
17639,no
17642,no
17643,no
17644,yes
17646,no
17648,yes
17649,no
17651,yes
17652,yes
17653,yes
17654,no
17655,yes
17656,yes
17658,yes
17659,yes
17660,no
17663,yes
17664,yes
17667,yes
17669,yes
17670,no
17671,yes
17672,yes
17673,yes
17674,yes
17676,yes
17678,no
17682,yes
17685,yes
17686,yes
17690,yes
17691,no
17692,no
17693,no
17694,no
17695,no
17696,yes
17697,no
17698,no
17700,yes
17701,no
17702,yes
17703,yes
17704,no
17705,yes
17706,yes
17707,no
17708,no
17709,no
17711,yes
17714,no
17715,no
17716,yes
17718,no
17719,yes
17720,yes
17722,yes
17723,no
17724,yes
17725,yes
17730,yes
17731,yes
17732,no
17733,yes
17734,yes
17735,yes
17736,yes
17738,yes
17739,yes
17742,no
17744,yes
17746,no
17747,yes
17749,no
17750,yes
17752,no
17754,yes
17757,yes
17758,yes
17759,yes
17760,yes
17763,no
17764,yes
17765,no
17768,yes
17769,yes
17770,no
17771,yes
17774,yes
17775,no
17779,yes
17781,no
17783,yes
17786,yes
17787,no
17788,yes
17789,no
17790,yes
17795,no
17796,yes
17797,yes
17799,yes
17800,yes
17802,yes
17809,yes
17812,yes
17816,yes
17817,no
17819,yes
17820,no
17827,no
17830,no
17837,yes
17838,yes
17843,no
17848,yes
17849,no
17854,no
17855,no
17856,no
17858,yes
17859,no
17860,no
17861,yes
17862,no
17863,yes
17864,yes
17865,yes
17866,no
17867,yes
17869,no
17870,yes
17871,no
17873,yes
17874,no
17877,no
17879,no
17880,no
17881,no
17883,yes
17884,no
17886,yes
17887,no
17888,yes
17889,no
17890,no
17891,no
17892,yes
17893,no
17894,yes
17897,no
17898,yes
17899,no
17900,no
17905,yes
17906,no
17908,no
17912,no
17913,yes
17917,yes
17920,yes
17921,yes
17923,no
17924,yes
17925,no
17926,no
17928,yes
17929,yes
17930,yes
17931,no
17932,yes
17935,no
17937,yes
17939,no
17941,no
17946,no
17948,no
17950,yes
17951,yes
17954,yes
17955,no
17956,no
17958,no
17960,no
17962,no
17964,yes
17965,yes
17966,yes
17967,no
17968,no
17969,no
17970,no
17972,no
17974,yes
17975,yes
17976,no
17978,no
17979,yes
17980,no
17984,no
17987,no
17988,yes
17990,no
17991,no
17994,no
17995,no
17997,yes
17999,yes
18004,no
18008,yes
18009,no
