CustomerID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,class
12348,-2.27138919215,1.36831315143,0.18007236588,-0.393454935482,-0.381835618352,0.705337260486,1.35834580411,-0.879558565334,0.598788957336,-0.0502780718791,-0.0151714422929,-0.341693719225,0.0318457488472,0.167869634695,-0.00268919866769,-0.0989571845955,0.178166749541,-0.973204216937,0.0797593321791,1.50437637143e-14,-6.26832395913e-18,yes
12350,1.70312771425,0.117732746961,0.181110338513,0.72344897653,0.0256679678302,0.0279013746549,9.42402611714e-05,-0.165771594588,0.820582571669,-0.0428457934673,-0.0107751557245,-0.308173737935,0.0227899481923,0.126087450119,0.000121107854095,-0.0586210447038,0.0790675466574,-0.105596766552,-1.02273715303,6.39356931856e-17,-1.77794981605e-16,no
12352,-0.469503173307,-1.82322125244,0.328733662883,-0.973051940201,-0.289372659517,-0.0872942447853,-0.132003447127,-0.267063435837,0.810249878944,-0.124059920164,-0.0229420826714,-0.308138235604,0.0245529944639,0.124232887912,0.000675116333107,-0.0599194516398,0.0807012155982,-0.102117316072,-1.02059893715,-4.86233811811e-17,1.51770418081e-16,yes
12354,0.738601175999,2.07283586765,1.61401430244,0.131104283244,0.51750027557,-0.199777290516,-0.234890409224,-0.322430204458,0.773642518253,-0.0108641138579,-0.0234305167947,-0.61272927487,0.703140870255,-0.435451450547,-0.00112972148715,0.0659911274672,-0.0471675485826,0.0306137719209,0.0160535272552,1.31549207023e-17,-1.18473846177e-16,no
12356,-4.54323190312,5.28292355277,3.15317249163,-1.42123662889,-1.25907439956,0.0241704217986,-0.367149732226,-0.919231701114,0.432628472081,0.409409272979,-0.0597516851145,-0.405999141225,0.0491209724983,0.544149459781,0.704849903713,0.308077732649,-0.128072158826,0.0619549469842,0.0345090978477,-9.81766841034e-18,8.42919054978e-17,yes
12358,1.5921610221,0.390013016482,0.387558095052,0.629004150202,0.0826114414479,-0.0208640677392,-0.0783315983135,-0.174602520049,0.826666230403,-0.0358748069859,-0.0136414758585,-0.368800077219,0.0338186674676,0.220059522728,0.000750345142667,-0.175571384157,0.937721558867,0.206157936698,0.0448460201257,-3.16828364108e-17,2.60029181673e-16,no
12360,-2.19842297755,3.5441176014,2.11314285552,-1.39542036454,-0.276975087442,-0.128633127839,-0.362983938222,-0.349730160693,0.655873208349,0.143047971679,-0.0332370911943,-0.347997711231,0.0317109153212,0.21487358479,-0.00119552718879,-0.178754517645,0.937055202992,0.211181869676,0.0513487813245,-5.83467449958e-17,-9.05982788507e-17,yes
12361,1.85935304131,-0.179403071567,-0.0351891926164,0.808351186453,-0.05000979943,0.0560144191821,0.0193018945514,-0.155220548333,0.891215076221,-0.0488898332717,-0.015076877355,-0.669997770141,-0.709052054246,-0.337720260569,0.00138858117682,0.0540664704442,-0.0421458593276,0.0245261307461,0.0123475100477,1.13934331138e-16,1.18617633125e-16,no
12362,-1.56673944409,-0.346723366564,-0.684062675704,-0.214996637853,-0.326004763424,0.129885903775,-0.013451201335,-0.306237068366,0.836874861423,0.229330054863,-0.0314663010404,-0.666490544576,-0.710743073496,-0.339039581577,0.00237856947991,0.0494907503581,-0.0411433307106,0.0229999347932,0.0148276562236,-9.81289488627e-17,3.51322243034e-17,yes
12364,-0.330237117365,3.98236441956,2.97640088902,-0.371410827821,1.06164871357,-0.322730944238,-0.218217862991,-0.585375164411,0.65423665455,-0.0109342257661,-0.0326443575347,-0.649767168754,-0.704134893145,-0.338003221956,-0.00296202805073,0.0550305107092,-0.0431926033825,0.0302097936291,0.0170960425625,-1.21597706659e-17,4.40592368654e-17,yes
12373,1.66865466732,0.192874493807,0.236772597099,0.701669757238,0.0428119618785,0.0186907171291,-0.0129932949941,-0.17611325227,0.833108252495,-0.0402102403463,-0.012513442128,-0.370030291054,0.0337574269331,0.220159018229,0.00093619690312,-0.175635358775,0.937779536968,0.206050149253,0.0444514465192,2.67127748245e-17,2.31798489692e-17,no
12377,0.0977428253112,0.69137497721,0.121913767087,-1.20012873073,-0.0610977696978,0.0764297807281,0.130903935884,-0.0445039136103,0.868408426224,-0.0714124351497,-0.0112979640985,-0.435952021745,0.0510537557267,0.552649339337,-0.709358552355,0.300846640428,-0.121619393639,0.065960904221,0.0249458094689,1.98792197546e-17,1.49786539402e-15,no
12379,0.860801227814,0.0115980936809,0.0113621899166,0.973933309922,-0.798313243703,0.0811957080932,-0.259399640356,-0.527587356047,0.76201939706,0.146314655181,-0.036770360801,-0.663466611684,-0.709435352006,-0.342057700283,0.00324624635064,0.0570564982931,-0.0442542954971,0.0212932118899,0.0150625910078,-2.64696400925e-17,1.07204749057e-16,yes
12380,0.0543140084814,3.44898954871,2.62146869667,-0.284275639899,0.870089777511,-0.356702723184,-0.394256533615,-0.446693253818,0.702868691622,-0.00611161136295,-0.0315224297033,-0.65132190669,-0.705420473011,-0.338295615419,-0.00232721496666,0.054976853916,-0.0430904998688,0.028865064231,0.0171350747616,-1.31768905321e-17,-3.3846118864e-16,yes
12383,-0.00315562665461,-0.906441259824,-1.09960150836,-0.643864718107,0.131181076023,0.021909328845,-0.00960310455889,-0.504698360599,0.822818933388,-0.0241985918132,-0.0307826050996,-0.668485157395,-0.70453752077,-0.33734475017,0.00192095183259,0.0524527819462,-0.0404453691552,0.0261974381715,0.0135567018277,-2.64007123164e-17,-3.30691249367e-16,no
12384,1.27160999984,1.04645174017,0.869629106317,0.425212589543,0.245103903351,-0.10107493671,-0.163715338334,-0.222014988373,0.808561352048,-0.0224375361572,-0.0177926348422,-0.436644935649,0.0527615417381,0.553300757882,-0.709111073606,0.306499586313,-0.123785535384,0.0615441439312,0.0246440372102,-4.49549827941e-17,-3.2833177006e-16,yes
12395,-2.09524437737,-0.7884291388,-1.44416662325,-0.00952054541985,0.749507598938,0.10375300802,0.2742681594,-0.776661363513,0.752012760246,0.163511919522,-0.0374561704612,-0.672873580456,-0.702812987756,-0.33428224742,0.00189908288246,0.05123528117,-0.0400135623635,0.0236748693795,0.0124609570776,-8.26911649261e-17,9.72055211011e-17,yes
12399,0.488179156404,-0.580306469559,-0.885431155793,-0.774608105917,0.0776210628077,0.126148440242,0.170510608813,-0.27759600308,0.878245193382,-0.103777737619,-0.0188295593455,-0.668993475037,-0.706431553041,-0.337225594263,0.0011287678482,0.0508125375267,-0.0400964056034,0.0284091903171,0.0128378483089,-5.65821207958e-17,-4.9361514231e-16,no
12401,1.99494700866,-0.442880205376,-0.226753603807,0.884906342231,-0.118958197935,0.082395295579,0.0403520863453,-0.1304211308,0.905686144992,-0.051574867399,-0.0139318045293,-0.671308777646,-0.70934426828,-0.337692775446,0.00166176442224,0.0540034025861,-0.042078657765,0.024184252036,0.0120280259011,3.63088315779e-17,4.86728336156e-16,no
12402,1.83506209315,-0.128023861525,0.00280887360271,0.79209703062,-0.0375802479668,0.0491627556173,0.0109247015059,-0.158327730078,0.888770990519,-0.0481658031203,-0.0153235430452,-0.669720639756,-0.709008632107,-0.337732420629,0.00133690734263,0.054080215175,-0.0421596270409,0.024580046452,0.0124232106656,2.57190676998e-17,4.06489686164e-16,no
12405,0.324937134967,2.84964026196,2.17493036217,-0.0872740061329,0.727365951965,-0.265932673645,-0.269555114649,-0.40205953162,0.684580126728,-0.0330123196648,-0.0222421580873,-0.330632696075,0.0321971876792,0.169872794483,-0.00473684489081,-0.0953712593736,0.177289469779,-0.978620150301,0.0838738624776,-3.07864686106e-15,1.15700006372e-16,no
12407,-1.69050921685,0.973647721777,-0.0270163359653,-0.632329477929,-0.248392155095,0.269366833387,0.362917833111,-0.423834541554,0.76342022381,-0.205712005526,-0.0188765179041,-0.667240430413,-0.706827961619,-0.33950698752,-0.000129638555189,0.0529296166363,-0.0412638594771,0.0341096866532,0.0135112429303,-5.33906152496e-17,-4.06786537675e-17,yes
12408,-1.41143593976,-0.433844764306,-0.619371991904,-0.426700231317,-0.668666179064,-0.0419627951052,-0.285994035598,-0.490072121129,0.762235515814,-0.262976386063,-0.0319398306843,-0.669473424911,-0.705340981652,-0.341187999237,0.0016901497101,0.0575732984786,-0.0418161483615,0.0318334027233,0.0147300629076,2.43829337804e-18,-2.68649333118e-17,yes
12410,0.793235189522,-0.906937108775,-0.924157844302,-1.09824743945,-0.324778575495,0.0641713873865,0.115143059388,-0.0777373261716,0.906268940174,-0.147120435942,-0.0119993507458,-0.441896911225,0.0522696734703,0.552706021305,-0.707862797588,0.302245320283,-0.121169935192,0.0650471479576,0.0237780981181,-8.96241789048e-18,-1.21688490211e-16,no
12413,0.186272170109,-0.342557647163,-0.513973459792,-0.463568796538,-0.839219400943,0.0503824957837,-0.16554627524,-0.358485054135,1.04787509741,-0.182920570744,-0.719731552538,0.268613836223,-0.00573981385751,-0.0319127446058,0.00166512933494,0.0110928747138,-0.00810803242918,0.00692172581033,0.00467522864113,2.72286655216e-17,-4.6348990248e-17,yes
12414,1.02421465695,-0.690275317617,-0.856651926378,-0.898521208281,0.0310761586118,0.0959063989494,0.129209179975,-0.0596347002841,0.900084980259,-0.130454478435,-0.00853882493393,-0.371235804986,0.0344718848864,0.22083638262,0.00086927971141,-0.18011778693,0.940311861249,0.209677752575,0.0443546596947,1.68281980855e-17,-2.13400401446e-17,no
12418,1.23490961902,1.05021503874,0.861984447464,0.445547568179,0.262507939155,-0.0738526749698,-0.0949516857295,-0.250316460048,0.802246713796,-0.0256393547338,-0.0174311782595,-0.436973415831,0.0529849349201,0.55341029658,-0.709140809891,0.306477108191,-0.123775775686,0.061755172843,0.0244319853392,-4.07679016394e-18,-1.08356731856e-16,no
12421,0.340612053029,0.0394617292349,-0.358036691837,-0.582113449852,0.0629920695614,0.120588341029,0.18883260226,-0.163868012791,0.884925493218,0.0170206905333,-0.0157327235137,-0.620663729695,0.701083780132,-0.434882350172,0.000626618249568,0.0607718442371,-0.0449205594479,0.0303534436387,0.0141383694005,-3.67059749543e-17,3.23900727388e-17,yes
12423,-0.958346075858,0.130783892787,-0.656358659963,-0.677945744963,0.601284966523,0.0758965408074,0.149869081434,-0.253532831878,0.862632148181,-0.0456640098683,-0.0189011947571,-0.669678109107,-0.706220980117,-0.335163992206,3.98500702749e-05,0.0493930732586,-0.0395320755065,0.0286570895553,0.0129099189645,-2.25887278813e-17,-4.5960653826e-18,yes
